채용공고고유번호,경력년수정보명,해당채용공고키워드명,조회수,기업명,채용공고제목,업종직종정보명,경력조건정보명,급여수준정보명,학력제한정보명,데이터기준일자,데이터기준일자2
37056273,1년 이상,"생명보험, 법인고객영업, 보험설계",0,삼성생명보험,삼성생명 기업전문재무 컨설턴트 (GFC) 모집(인천 구월동 경인지역단);회계;세무 경력 우대,,경력,46500000,학력무관,2021-01-03,2021
36976736,3년 이상,"소셜커머스, 쇼핑몰, 오픈마켓",0,미래트레이딩,자체몰(카페24;고도물)/제품촬영/웹디자인/SNS(인스타;유튜브편집)운영/오픈몰;타사몰운영,,경력,30500000,대졸(2~3년),2021-01-01,2021
38705767,5년 이상,"면세점, 백화점, 결산",0,㈜삼흥,제조&유통 경리회계 경험자 모집,백화점·유통·도소매; 경리·회계·결산,경력,28500000,대졸(2~3년),2021-09-02,2021
37468397,,"철강, 금속, 절곡",0,㈜오성강업,철근 가공공장 직원 모집합니다.,,관계없음,27500000,학력무관,2021-03-02,2021
38266712,1년 이상,"기구설계, 전기회로, 전자",0,글랜에어테크놀로지,품질팀 직원 채용,,경력,27500000,대졸(2~3년),2021-06-02,2021
38530094,1년 이상,"물류, 유통, 유통관리",0,㈜제일헬스케어,온라인관리및물류직원모집,,경력,26500000,학력무관,2021-07-01,2021
39571464,,"기구설계, 전기회로, 전자",0,글랜에어테크놀로지,구매 및 자재관리 신입사원 채용,전기·전자·제어; 구매·자재,신입,26500000,고졸,2021-10-31,2021
38278399,,"금속가공, 문서관리, 문서작성",3,㈜원에스티,사무지원 계약직 사원 채용,,관계없음,26000000,고졸,2021-06-03,2021
37274746,1년 이상,"간호조무, 간호조무사, 산부인과",0,로앤산부인과의원,안산점)간호조무사 모집합니다(진료보조 모집으로 자격증없어도 됩니다),,경력,25000000,학력무관,2021-02-02,2021
38542486,,"사회복지, 경리, 세무",0,행복을만드는집,장애인직업재활시설(행복을만드는집) 사무원 채용,,관계없음,24405000,학력무관,2021-07-02,2021
37755621,1년 이상,"영업기획, 증권, 텔러",0,㈜더씨와이인베스트먼트,보험사 영업자 분들 월 1000만원미만 받으시는분없습니다 초보일경우 최소 월500만원 미만은 없습니다,,경력,23500000,학력무관,2021-04-03,2021
39090046,,"코디네이터, 접수",0,로앤산부인과의원,코디네이터 모집합니다.(추가모집),의료(간호·원무·상담); 사무·원무·코디,관계없음,22500000,학력무관,2021-09-03,2021
39323734,,"애널리스트, 증권사, 펀드매니저",0,스타플랜잇,[증권;주식TM] 전직원 월2;000만원 이상 급여확인 부천지사 신입 대환영 인재 채용,증권·보험·카드; 금융·보험영업; 아웃바운드TM; 고객상담·인바운드,관계없음,21000000,학력무관,2021-10-03,2021
38554558,,"인터넷방송, 사무보조",0,한국어린이TV 방송국,초등학생 학부모님 5분만 선착순 급특채.원하는;이상의 연봉을 드립니다.,,관계없음,19300000,학력무관,2021-07-03,2021
37053853,1년 이상,"인바운드TM, 대출tm, 보험TM",0,㈜더플러스인베스트,[인천지사] 2;30대에 벤츠를 타고싶다면 지원하세요; 신입일수록 좋아요. 정착지원금 최대 200만원; 월 실수령액 500만원 이상; 상상하지도 못한 내 급여(최상의 DB)(중식제공)(주식/증권)(쉬운영업)(외감법인),,경력,18500000,고졸,2021-01-01,2021
39571470,2년 이상,"기구설계, 전기회로, 전자",0,글랜에어테크놀로지,구매 및 자재관리 경력사원 채용(모집),전기·전자·제어; 구매·자재,경력,18500000,고졸,2021-10-31,2021
37167497,1년 이상,"인바운드TM, 투자자문, 대출tm",0,㈜더퍼스트인베스트먼트,[증권TM 추가 모집] 인천에서 가장 많은 돈을 벌 수 있는 곳은 이곳입니다. 보험/여행사/대출/통신사/휴대폰,,경력,18500000,고졸,2021-03-03,2021
39323523,,"모델하우스, 부동산컨설팅, 분양",0,청아,[기본급 지급 인센티브 400만원] 양재역 모델하우스에서 신입or경력사원 채용.,부동산·중개·임대; 마케팅·광고·분석; 아웃바운드TM; 부동산·중개·분양·경매,관계없음,18250000,고졸,2021-10-03,2021
39572036,,"모델하우스, 부동산컨설팅, 분양",0,청아,[기본급 지급 인센티브 400만원] 안산 중앙역 모델하우스에서 신입or경력사원 채용.,부동산·중개·임대; 마케팅·광고·분석; 아웃바운드TM; 부동산·중개·분양·경매,관계없음,18250000,고졸,2021-11-01,2021
38002353,,"모델하우스, 부동산컨설팅, 분양",0,청아,[기본급 지급 인센티브 400만원] 안산 모델하우스 분양현장 신입; 경력직원,,관계없음,18250000,고졸,2021-05-02,2021
38266788,,"모델하우스, 부동산컨설팅, 분양",0,청아,[기본급 지급 인센티브 400만원] 안산 모델하우스 분양현장 신입; 경력직원,,관계없음,18250000,고졸,2021-06-02,2021
38542644,,"모델하우스, 부동산컨설팅, 분양",0,청아,[기본급 지급 인센티브 400만원] 안산 모델하우스 분양현장 신입; 경력직원,,관계없음,18250000,고졸,2021-07-02,2021
38111932,1년 이상,"부동산, 부동산 중개, 부동산 영업",0,땅파는남자들부동산공인중개사사무소,llllll[땅파는남자들 부동산] 신입직원 채용-부동산llllll,,경력,17500000,학력무관,2021-07-03,2021
37261704,,"한의과, 간호조무사, 한의원",0,자강한의원,성남 분당 미금역 소재 한의원. (데스크. 환자관리; 치료실 등) 좋은 선생님 구인합니다.,,관계없음,17300000,학력무관,2021-01-31,2021
37284874,,"한의과, 간호조무사, 한의원",0,자강한의원,성남 분당 미금역 소재 한의원. (데스크. 환자관리; 치료실 등) 좋은 선생님 구인합니다.,,관계없음,17300000,학력무관,2021-02-03,2021
38377574,1년 이상,"양식당, 요리사, 조리사",0,㈜SG다인힐,[SG다인힐] 양식 스테이크 하우스 붓처스컷 판교점 (월9회휴무)홀 ; 주방 신입/경력 모집,,경력,16890000,학력무관,2021-06-30,2021
37465377,1년 이상,"AR, Unity, vr",0,프렌즈마켓㈜,[롯데월드타워] android ios app 개발자 / 디자이너 3년이상 경력,,경력,15000000,학력무관,2021-02-28,2021
37465355,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] java back-end 개발자 3년이상 경력,,경력,15000000,학력무관,2021-02-28,2021
38266493,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] Android Ios 개발자 -업계최고복지-,,경력,15000000,학력무관,2021-06-02,2021
38266500,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] unreal  개발자 / 3D 디자이너 -업계최고복지-,,경력,15000000,학력무관,2021-06-02,2021
38004402,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] Android Ios 개발자 / UiUx 디자이너 -업계최고복지-,,경력,15000000,학력무관,2021-05-03,2021
37465369,1년 이상,"AR, Unity, vr",0,프렌즈마켓㈜,[롯데월드타워] 3D 게임 개발자 / 디자이너 3년이상 경력,,경력,15000000,학력무관,2021-02-28,2021
38004398,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] Unreal 게임 개발자 -업계최고복지-,,경력,15000000,학력무관,2021-05-03,2021
38806211,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워 입주] 게임 서버 개발자 경력,,경력,15000000,학력무관,2021-08-02,2021
38266516,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 미국 재무 회계 경력 CFO - 업계최고복지 -,,경력,15000000,학력무관,2021-06-02,2021
37465421,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[잠실] 카카오 / 네이버 / 배민 / 쿠팡 / 쏘카 출신 개발자 스카웃,,경력,15000000,학력무관,2021-02-28,2021
37465408,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[잠실] IT 개발자 분야별 경력 대규모 영입,,경력,15000000,학력무관,2021-02-28,2021
37465388,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[잠실] ios android 앱 개발자 경력 영입,,경력,15000000,학력무관,2021-02-28,2021
38806182,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워 입주] 게임 서버 개발자 경력,,경력,13500000,학력무관,2021-08-02,2021
38632004,,"간호, 간호조무, 간호조무사",0,로앤산부인과의원,간호 조무사;외래 진료보조 선생님 모십니다.,의료(간호·원무·상담); 간호조무사,관계없음,13000000,학력무관,2021-09-03,2021
38806203,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] 게임 언리얼 개발자 / 디자이너 -업계최고복지-,,경력,12500000,학력무관,2021-08-02,2021
38806179,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] java 백엔드 / 프론트엔드 개발자,,경력,12500000,학력무관,2021-08-02,2021
38004389,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 변호사; 법무법인; 기업변호사 - 업계최고복지 -,,경력,12500000,학력무관,2021-05-03,2021
38266037,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워 입주] Unreal 게임 개발자 경력  -업계최고복지-,,경력,12500000,학력무관,2021-06-02,2021
38266235,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워 입주] android ios 개발자 경력  -업계최고복지-,,경력,12500000,학력무관,2021-06-02,2021
38266538,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워] 게임 개발자 / 게임 디자이너 -업계최고복지-,,경력,12500000,학력무관,2021-06-02,2021
37055366,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,하루의 아침,[롯데월드타워] 퍼블리셔; 개발자 경력,,경력,11500000,학력무관,2021-01-02,2021
37055358,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,하루의 아침,[롯데월드타워] Ruby;  java 풀스텍 개발자 경력,,경력,11500000,학력무관,2021-01-02,2021
39151247,1년 이상,"미술, 예체능학원, 입시학원",0,장혁캐릭터만화학원,소묘.수채화.만화.애니 미술강사 2명모집,학원·어학원·교육원; 보습학원·입시학원,경력,11000000,대졸(2~3년),2021-10-02,2021
38004388,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워] IT 개발자 스트리밍 서버 경력직 -업계최고복지-,,경력,11000000,학력무관,2021-05-03,2021
38266326,,스포츠,0,스윙 파주점,공용 킥보드 SWING (주간) 재배치 관리 및 배터리 교체,,관계없음,11000000,학력무관,2021-06-02,2021
38806188,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 의/식/주 신입 영업 MD - 업계최고복지 -,,경력,10000000,학력무관,2021-08-02,2021
38266505,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 식품MD 분야별 대모집 - 업계최고복지 -,,경력,10000000,학력무관,2021-06-02,2021
38004405,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 온라인 채널별 식품 MD  - 업계 최고복지 -,,경력,10000000,학력무관,2021-05-03,2021
38266543,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 식품 소싱 MD / 입점 제휴 MD - 업계최고복지 -,,경력,10000000,학력무관,2021-06-02,2021
38004396,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 해외 온라인 마케팅 / 해외 채널 MD,,경력,10000000,학력무관,2021-05-03,2021
38266509,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 해외 온라인 마케팅 / 해외 채널 MD,,경력,10000000,학력무관,2021-06-02,2021
39154902,,"모델하우스, 부동산개발, 부동산컨설팅",0,대도디앤씨,신입 사원 모집(경력무관) 추후 신갈오거리에서 근무 예정,부동산·중개·임대; 마케팅·광고·분석; 아웃바운드TM,관계없음,10000000,학력무관,2021-10-03,2021
38266549,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 식품 oem 상품개발 MD  - 업계 최고복지 -,,경력,10000000,학력무관,2021-06-02,2021
37262132,,"공인중개사, 모델하우스, 분양",0,미래디엔씨(DNC),[강남홍보관] 대기업 브랜드모델하우스 분양상담/부동산/영업/초보,,관계없음,10000000,학력무관,2021-01-31,2021
38004391,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 미국 주식 시장 직상장 IPO 경력 CFO - 업계최고복지 -,,경력,10000000,학력무관,2021-05-03,2021
38004394,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 온라인 AD 바이럴 마케팅 -업계최고복지-,,경력,10000000,학력무관,2021-05-03,2021
38003455,,"공인중개사, 모델하우스, 분양",0,미래디엔씨(DNC),[최단기완판예정] 대기업 브랜드 모델하우스 분양상담/부동산/영업/초보,,관계없음,10000000,학력무관,2021-05-02,2021
38004392,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 식품MD 분야별 대모집 - 업계최고복지 -,,경력,10000000,학력무관,2021-05-03,2021
38806195,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 식품 oem 상품개발 MD  - 업계 최고복지 -,,경력,10000000,학력무관,2021-08-02,2021
38266506,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 온라인 쇼핑몰 채널판매 MD  - 업계 최고복지 -,,경력,10000000,학력무관,2021-06-02,2021
37057376,,"공인중개사, 부동산중개, 부동산컨설팅",0,가담주택,가담(家譚)주택 - 신축빌라분양 부동산 컨설턴트 모집.,,관계없음,9500000,학력무관,2021-01-03,2021
37057397,,"공인중개사, 부동산중개, 부동산컨설팅",0,가담주택,가담(家譚)주택 - 신축빌라분양 부동산 컨설턴트 모집,,관계없음,9500000,학력무관,2021-01-03,2021
37055382,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 유투브/틱톡 영상 편집 신입/경력,,경력,9000000,학력무관,2021-01-02,2021
37055379,1년 이상,"식품패키지 디자인, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워] UI UX 웹앱 디자이너 신/경력,,경력,9000000,학력무관,2021-01-02,2021
37263171,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 온라인 마케팅 신입/경력,,경력,9000000,학력무관,2021-02-01,2021
37263174,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 국내/해외 쇼핑몰 채널별 판매 MD,,경력,9000000,학력무관,2021-02-01,2021
37055378,1년 이상,"식품패키지 디자인, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워] 식품 브랜드 패키지 디자이너 신/경력,,경력,9000000,학력무관,2021-01-02,2021
38806191,1년 이상,"힌디어, 모바일게임, 모바일App",0,79플랫폼(79platform),[롯데월드타워 입주사] 해외 온라인 마케팅 / 해외 채널 MD,,경력,9000000,학력무관,2021-08-02,2021
37465374,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 해외 쇼핑몰 판매 MD 신/경력,,경력,9000000,학력무관,2021-02-28,2021
37056189,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 해외 쇼핑몰 판매 MD 신/경력,,경력,9000000,학력무관,2021-01-02,2021
37055376,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 스마트스토어 쇼핑몰 판매 MD 신/경력,,경력,9000000,학력무관,2021-01-02,2021
37465367,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 쇼핑몰 식품 MD 신/경력,,경력,9000000,학력무관,2021-02-28,2021
37263215,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 네이버/구글/SNS 키워드 마케팅 신입/경력,,경력,9000000,학력무관,2021-02-01,2021
37055386,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 네이버/구글/SNS 마케팅 신입/경력,,경력,9000000,학력무관,2021-01-02,2021
37263212,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 쇼핑몰 front-end 개발자 신/경력,,경력,9000000,학력무관,2021-02-01,2021
37263209,1년 이상,"식품패키지 디자인, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워] UI UX 웹앱 디자이너 신/경력,,경력,9000000,학력무관,2021-02-01,2021
37055385,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 언론 홍보 마케팅 신입/경력,,경력,9000000,학력무관,2021-01-02,2021
37263213,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 쇼핑몰 back-end 개발자 신/경력,,경력,9000000,학력무관,2021-02-01,2021
37055387,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] java ruby python 개발자 신입/경력,,경력,9000000,학력무관,2021-01-02,2021
37263207,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 유투브/틱톡 영상 편집 신입/경력,,경력,9000000,학력무관,2021-02-01,2021
37465362,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 유투브/틱톡 영상 편집 10만뷰 이상,,경력,9000000,학력무관,2021-02-28,2021
37020694,,"판매, 국내영업, 장비영업",0,㈜하이클린,스케쥴 영업자 대모집(수도권전담)/충청; 대전; 부산; 강원 지사 추가 채용.,,관계없음,9000000,학력무관,2021-01-01,2021
37055374,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 키워드 웹마케팅 신/경력,,경력,9000000,학력무관,2021-01-02,2021
37055383,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워] 식품 신상품 OEM개발 신입/경력,,경력,9000000,학력무관,2021-01-02,2021
38002781,,"공인중개사, 부동산관리, 분양",0,창조시티,신규아파트 분양직원 구함,,관계없음,8500000,고졸,2021-05-02,2021
37263972,,"부동산관리, 부동산서비스, 부동산중개",0,하우징팩토리,빌라몰 신축빌라분양 신입 / 경력 부동산 컨설팅 모집,,관계없음,8000000,고졸,2021-02-01,2021
38004895,,"부동산관리, 부동산서비스, 부동산중개",0,빌라몰,빌라몰 신축빌라분양 신입 / 경력 부동산 컨설팅 모집,,관계없음,8000000,고졸,2021-05-03,2021
37466473,3년 이상,"상품기획, 소셜커머스, 쇼핑몰",0,리샵(LEESHOP),[CONG CHUU]온라인쇼핑몰 총괄 및 운영,,경력,8000000,학력무관,2021-03-01,2021
38266015,,"부동산관리, 부동산서비스, 부동산중개",0,빌라몰,빌라몰 신축빌라분양 신입 / 경력 부동산 컨설팅 모집,,관계없음,8000000,고졸,2021-06-02,2021
38819072,,"인터넷방송, 문서수발, 사무관리",0,한국어린이TV 방송국,여;남3명//본공고에;법적책임짐/믿고맏길수있는;양심적이고;순수한 솔메이트직급특채.일정상선착순..,,관계없음,7800000,학력무관,2021-08-03,2021
39067602,,"보험영업, 개인고객영업, 법인고객영업",0,에프엠에셋,FM에셋 인포벨 방송사업단 보험전문가 특별채용,증권·보험·카드; 금융·보험영업,관계없음,7500000,학력무관,2021-09-01,2021
38542703,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-07-02,2021
38806212,1년 이상,"상품기획, 쇼핑몰, 전자상거래",0,프렌즈마켓㈜,[롯데월드타워 입주] java 백엔드 / 프론트엔드 / 서버 개발자,,경력,7500000,학력무관,2021-08-02,2021
38002221,,"홍보, SNS운영, 개인고객영업",0,리치앤코,[정책자금 컨설턴트] 법인 CEO DB 무상제공; FP 매니저 현금 및 조직지원,,관계없음,7500000,학력무관,2021-05-02,2021
38806213,1년 이상,"프랜차이즈, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워 입주] 의식주 MD 신규영업팀   -업계최고복지-,,경력,7500000,학력무관,2021-08-02,2021
37285423,,"보험영업, 생명보험, 손해보험",0,더베스트금융서비스,코로나시기 제대로 영업성과 내는 1:1 컨셉 스케쥴 영업 평균급여 800-900만원,,관계없음,7500000,학력무관,2021-02-03,2021
38806214,1년 이상,"Sketch, UI·UX디자인, 상품기획",0,프렌즈마켓㈜,[롯데월드타워 입주] UI UX / 캐릭터 디자이너  -업계최고복지-,,경력,7500000,학력무관,2021-08-02,2021
38542710,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,데이터복구에 관심많은 출장수리기사 팀원 모집합니다.,,관계없음,7500000,학력무관,2021-07-02,2021
38806221,1년 이상,"Sketch, UI·UX디자인, 상품기획",0,프렌즈마켓㈜,[롯데월드타워 입주] 3D 배경.캐릭터 모델링 신/경력  -업계최고복지-,,경력,7500000,학력무관,2021-08-02,2021
38530444,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-07-01,2021
39090843,,"보험영업, 개인고객영업, 법인고객영업",0,에프엠에셋,FM에셋 인포벨 방송사업단 보험전문가 특별채용,증권·보험·카드; 금융·보험영업,관계없음,7500000,학력무관,2021-09-03,2021
38554615,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-07-03,2021
37755538,3년 이상,"게임마케팅, 웹게임, 캐주얼게임",0,㈜쿡앱스,[쿡앱스] 채용 담당자 (Recruiter) 채용,,경력,7500000,학력무관,2021-04-03,2021
38266530,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[롯데월드타워 입주사] 바이럴 영상편집자 경력,,경력,7500000,학력무관,2021-06-02,2021
38266916,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-06-02,2021
37465414,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[잠실] 캐릭터 2D 3D 디자이너 신입/경력,,경력,7500000,학력무관,2021-02-28,2021
37465396,1년 이상,"UI·UX디자인, 모바일게임, 모바일App",0,79플랫폼(79platform),[잠실] BiCi 패키지 디자이너 신/경력,,경력,7500000,학력무관,2021-02-28,2021
38266114,1년 이상,"프랜차이즈, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워 입주] 식품 MD 신규영업   -업계최고복지-,,경력,7500000,학력무관,2021-06-02,2021
37465392,1년 이상,"모바일게임, 모바일App, 스마트폰",0,79플랫폼(79platform),[잠실] UIUX 디자이너 경력 영입,,경력,7500000,학력무관,2021-02-28,2021
37733415,,"보험영업, 생명보험, 손해보험",0,국민지에이,보험영업초보가능/보장분석/기본급및수당/4대보험,,관계없음,7500000,학력무관,2021-04-01,2021
38266141,1년 이상,"프랜차이즈, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워 입주] 식품 MD 커머스 채널별 판매   -업계최고복지-,,경력,7500000,학력무관,2021-06-02,2021
38266068,1년 이상,"Sketch, UI·UX디자인, 상품기획",0,프렌즈마켓㈜,[롯데월드타워 입주] 식품 브랜드 패키지 디자이너  -업계최고복지-,,경력,7500000,학력무관,2021-06-02,2021
39307926,,"유지보수, 컴퓨터, 하드웨어",0,컴퓨터수리,데이터복구에 관심많은 출장수리기사 팀원 모집합니다.,컴퓨터·하드웨어·장비; 게임; 빅데이터·AI(인공지능); 소프트웨어·하드웨어,관계없음,7500000,학력무관,2021-10-01,2021
38265908,1년 이상,"Sketch, UI·UX디자인, 상품기획",0,프렌즈마켓㈜,[롯데월드타워 입주] 3D 캐릭터 배경 모델링; 애니메이션  -업계최고복지-,,경력,7500000,학력무관,2021-06-02,2021
38253914,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-06-01,2021
38004562,1년 이상,"프랜차이즈, 상품기획, 쇼핑몰",0,프렌즈마켓㈜,[롯데월드타워] 식품MD 채널별 온라인 판매  -업계최고복지-,,경력,7500000,학력무관,2021-05-03,2021
39079343,,"보험영업, 개인고객영업, 법인고객영업",0,에프엠에셋,FM에셋 인포벨 방송사업단 보험전문가 특별채용,증권·보험·카드; 금융·보험영업,관계없음,7500000,학력무관,2021-09-02,2021
38542780,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,컴퓨터 조립과 설치에 자신있는 외근기사 팀원 모집[신입가능],,관계없음,7500000,학력무관,2021-07-02,2021
38542777,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,데이터복구 및 주변기기A/S 팀원을 모십니다.[신입가능],,관계없음,7500000,학력무관,2021-07-02,2021
38542775,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,컴퓨터 시스템 유지보수 팀원을 모십니다.[신입가능],,관계없음,7500000,학력무관,2021-07-02,2021
37285737,3년 이상,"상품기획, 소셜커머스, 쇼핑몰",0,리샵(LEESHOP),[CONG CHUU]온라인쇼핑몰 총괄 및 운영,,경력,7500000,학력무관,2021-02-03,2021
38820146,,"유지보수, 컴퓨터, 하드웨어",0,컴퓨터수리,데이터복구에 관심많은 출장수리기사 팀원 모집합니다.,,관계없음,7500000,학력무관,2021-08-03,2021
38001120,,"홍보, SNS운영, 개인고객영업",0,리치앤코,[정책자금 컨설턴트] 법인 CEO DB 무상제공; FP 매니저 현금 및 조직지원,,관계없음,7500000,학력무관,2021-05-01,2021
38259814,1년 이상,"부동산중개, 부동산컨설팅, 빌딩",0,클릭공인중개사무소(합동),클릭공인중개사무소 신입/경력 인원충원중입니다,,경력,7500000,학력무관,2021-08-01,2021
38266097,1년 이상,"Sketch, UI·UX디자인, 상품기획",0,프렌즈마켓㈜,[롯데월드타워 입주] UI UX 웹 앱 디자이너  -업계최고복지-,,경력,7500000,학력무관,2021-06-02,2021
38806621,,"아웃소싱, 인포직원, 콜센터",0,소망,지축펜타필타워 모델하우스 분양상담사 신입 채용,,신입,7500000,학력무관,2021-08-02,2021
38278515,,"홍보, SNS운영, 개인고객영업",0,리치앤코,중소기업 CEO전문 상담사 모집 [ 3;000만원부터 6;000만원 현금지원 ],,관계없음,7500000,학력무관,2021-06-03,2021
39308092,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,휴대폰 및 컴퓨터 데이터복구 관리 및  AS 팀원을 모집합니다.,컴퓨터·하드웨어·장비; 빅데이터·AI(인공지능); 소프트웨어·하드웨어; 설치·정비·A/S,관계없음,7250000,학력무관,2021-10-01,2021
39308089,,"스토리지, 유지보수, 컴퓨터",0,컴퓨터수리,네트워크서버 관리 및 컴퓨터 AS 팀원을 모집합니다.,컴퓨터·하드웨어·장비; 네트워크·서버·보안; 소프트웨어·하드웨어; DBA·데이터베이스,관계없음,7250000,학력무관,2021-10-01,2021
